ホテル・旅館名,住所・エリア名,最低価格,レビュー評価,詳細リンク
ホテルヒラリーズ赤坂,ホテルヒラリーズ赤坂,"2名税込13,427円〜",評価なし,https://www.ikyu.com/00081517/?discsort=1&lc=1&ppc=2&rc=1&st=1
L stay&grow南砂町,L stay&grow南砂町,"2名税込7,150円〜",評価なし,https://www.ikyu.com/00082166/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル＆リゾート〈両国駅前タワー〉,アパホテル＆リゾート〈両国駅前タワー〉,"2名税込13,015円〜",地下鉄 永田町駅・麹町駅から徒歩4分・赤坂見附から徒歩8分東京・大手町・銀座・渋谷・新宿（都心拠点）に乗り換えなしの好アクセスが自慢です。全客室14階～22階の高層階、2008年にリニューアルした清潔な客室からはダイナミックな夜景がお楽しみいただけます。,https://www.ikyu.com/00081850/?discsort=1&lc=1&ppc=2&rc=1&st=1
ザ ロイヤルパークホテル アイコニック 東京汐留,東京都・汐留,"2名税込33,780円〜",新橋駅徒歩約3分・汐留駅徒歩約1分・銀座徒歩約6分の立地でビジネスにも観光にも便利。快適性と機能性を追及した、全室26階以上の高層ホテルです。“象徴的な”という意味を持つアイコニックは、東京・汐留の“象徴的な”おもてなしの拠点でありたい、という想いが込められています。アイコニックで過ごす時間（とき）がゲストにとってより美しいものとなるように、ロビーや客室のしつらえ、ゲストに寄り添うスタッフのおもてなしから生まれる心地よさを提供いたします。,https://www.ikyu.com/00000630/?discsort=1&lc=1&ppc=2&rc=1&st=1
JR九州ホテル ブラッサム新宿,東京都・新宿駅南口徒歩3分,"2名税込27,770円〜",評価なし,https://www.ikyu.com/00002025/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルメトロポリタン 大井町トラックス,東京都・品川区,"2名税込17,150円〜",評価なし,https://www.ikyu.com/00003359/?discsort=1&lc=1&ppc=2&rc=1&st=1
ザ・ゲートホテル雷門 by HULIC,東京都・浅草,"2名税込20,752円〜",評価なし,https://www.ikyu.com/00001822/?discsort=1&lc=1&ppc=2&rc=1&st=1
トーセイホテル ココネ築地銀座プレミア,トーセイホテル ココネ築地銀座プレミア,"2名税込16,230円〜",トーセイホテル ココネ築地銀座プレミアから始まる心豊かな日本の旅。2023年9月、日本を代表する食の街「築地」にトーセイホテル初のシティホテルが開業。都営大江戸線「築地市場」駅から徒歩5分、東京メトロ日比谷線「築地」駅から7分。築地市場まで30秒、築地本願寺・新橋演舞場・歌舞伎座も徒歩圏内の好立地。和をしつらえた客室は、浴室・洗面・トイレの水回り3点独立型。築地の魅力と日本ならではのおもてなしで、「こころの音～ここね」を奏でます。,https://www.ikyu.com/00082559/?discsort=1&lc=1&ppc=2&rc=1&st=1
レム六本木,レム六本木,"2名税込12,262円〜",六本木交差点そば。高感度の人々が集う最先端でアートなエリア「六本木」は24時間眠らない街。“TIMELESS COOL”をデザインコンセプトに快眠のための飽きない寝室をご用意しました。【全室禁煙室 レディースフロア15階 BS放送視聴可 主なプランのチェックアウトは12時】ここにしかないホテルライフをお楽しみください。,https://www.ikyu.com/00081216/?discsort=1&lc=1&ppc=2&rc=1&st=1
東急ステイ四谷,東急ステイ四谷,"2名税込18,417円〜",「四ツ谷」駅から徒歩3分、ビジネスの拠点に最適。客室に洗濯乾燥機があるホテル。ゆとりを持たせた広めの客室と設備で、心身ともにリラックスできる安らぎの空間をご提案しますすべての客室に洗濯乾燥機・電子レンジを設置しており、連泊・中長期の滞在も快適にお過ごしいただけます。また、手軽に使用できるミニキッチンと、簡単な調理器具や食器をご用意しているお部屋もございます。※設備仕様は部屋タイプにより異なります。,https://www.ikyu.com/00081496/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルJALシティ東京 豊洲,ホテルJALシティ東京 豊洲,"2名税込12,120円〜",評価なし,https://www.ikyu.com/00081796/?discsort=1&lc=1&ppc=2&rc=1&st=1
レム東京京橋,レム東京京橋,"2名税込18,810円〜",「東京駅」八重洲南口徒歩7分、東京メトロ銀座線「京橋駅」すぐ。京橋にプレミアムクールをデザインコンセプトに、快眠のための機能的な寝室をご用意しました。東京駅を起点に都内各地や地方都市へアクセス可能。徒歩約3分の都営浅草線「宝町駅」からは羽田空港まで乗り換えなしで約40分。飲食店を含む商業施設「東京エドグラン」、「京橋スクエアガーデン」もすぐ。銀座、日本橋も徒歩圏内と観光、ショッピングにアクセス抜群。,https://www.ikyu.com/00081684/?discsort=1&lc=1&ppc=2&rc=1&st=1
渋谷エクセルホテル東急,東京都・渋谷駅直結,"2名税込25,650円〜",人・ビジネス・ファッションが交差し、最新の情報文化を発信する街、渋谷。その中心にそびえ立つ憩いのステージが渋谷エクセルホテル東急です。駅に直結する絶好のロケーションは交通アクセスに優れ、都心の行動拠点としては最適。最上階25階には和洋2つのレストラン、多目的にご利用いただける会議・宴会場もございます。ゆとりとやすらぎに満ちた快適空間がくつろぎの時をお約束いたします。,https://www.ikyu.com/00000295/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテル龍名館東京,ホテル龍名館東京,"2名税込23,520円〜",評価なし,https://www.ikyu.com/00080520/?discsort=1&lc=1&ppc=2&rc=1&st=1
ザ・キタノホテル東京,東京都・永田町,"2名税込45,600円〜",評価なし,https://www.ikyu.com/00002578/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルウィングインターナショナルセレクト池袋,ホテルウィングインターナショナルセレクト池袋,"2名税込7,244円〜",評価なし,https://www.ikyu.com/00081811/?discsort=1&lc=1&ppc=2&rc=1&st=1
ハイアット リージェンシー 東京,東京都・新宿西口,"2名税込49,588円〜",評価なし,https://www.ikyu.com/00000007/?discsort=1&lc=1&ppc=2&rc=1&st=1
都市センターホテル（リーガロイヤルホテルグループ）,都市センターホテル（リーガロイヤルホテルグループ）,"2名税込11,649円〜",地下鉄 永田町駅・麹町駅から徒歩4分・赤坂見附から徒歩8分東京・大手町・銀座・渋谷・新宿（都心拠点）に乗り換えなしの好アクセスが自慢です。全客室14階～22階の高層階、2008年にリニューアルした清潔な客室からはダイナミックな夜景がお楽しみいただけます。,https://www.ikyu.com/00080061/?discsort=1&lc=1&ppc=2&rc=1&st=1
東急ステイ高輪（泉岳寺駅前）,東急ステイ高輪（泉岳寺駅前）,"2名税込13,157円〜",評価なし,https://www.ikyu.com/00081482/?discsort=1&lc=1&ppc=2&rc=1&st=1
ベイサイドホテル アジュール竹芝・浜松町,ベイサイドホテル アジュール竹芝・浜松町,"2名税込18,400円〜",評価なし,https://www.ikyu.com/00081283/?discsort=1&lc=1&ppc=2&rc=1&st=1
メズム東京、オートグラフ コレクション,東京都・竹芝・浜松町,"ポイント5%（3,605円分）獲得",評価なし,https://www.ikyu.com/00002737/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテル　イースト21東京　～オークラホテルズ ＆ リゾーツ～,東京都・東陽町,"2名税込13,015円〜",評価なし,https://www.ikyu.com/00000107/?discsort=1&lc=1&ppc=2&rc=1&st=1
サンシャインシティプリンスホテル,東京都・池袋駅35番出口より徒歩約8分,"2名税込19,046円〜",JR上野駅から徒歩2分に位置し、地下鉄銀座線、また、上野動物園、美術館、アメ横など多くの見どころがあり、文化と歴史が息づく町として大変魅力があります。三井ガーデンホテル上野には、充実の設備と、宿泊の条件「安全」「安心」「快適」、そして心をこめて皆様をお迎えするスタッフ「人」がいます。ビジネス、観光、イベントや受験などの拠点として、皆様の快適なご宿泊をサポート致します。,https://www.ikyu.com/00000637/?discsort=1&lc=1&ppc=2&rc=1&st=1
三井ガーデンホテル五反田,三井ガーデンホテル五反田,"2名税込16,760円〜",評価なし,https://www.ikyu.com/00081464/?discsort=1&lc=1&ppc=2&rc=1&st=1
ダイワロイネットホテル東京京橋 PREMIER,ダイワロイネットホテル東京京橋 PREMIER,"2名税込16,150円〜",評価なし,https://www.ikyu.com/00081982/?discsort=1&lc=1&ppc=2&rc=1&st=1
東急ステイ西新宿,東急ステイ西新宿,"2名税込16,152円〜",評価なし,https://www.ikyu.com/00081495/?discsort=1&lc=1&ppc=2&rc=1&st=1
三井ガーデンホテル上野,三井ガーデンホテル上野,"2名税込17,190円〜",JR上野駅から徒歩2分に位置し、地下鉄銀座線、また、上野動物園、美術館、アメ横など多くの見どころがあり、文化と歴史が息づく町として大変魅力があります。三井ガーデンホテル上野には、充実の設備と、宿泊の条件「安全」「安心」「快適」、そして心をこめて皆様をお迎えするスタッフ「人」がいます。ビジネス、観光、イベントや受験などの拠点として、皆様の快適なご宿泊をサポート致します。,https://www.ikyu.com/00080295/?discsort=1&lc=1&ppc=2&rc=1&st=1
ダイワロイネットホテル銀座 PREMIER,東京都・銀座,"2名税込24,300円〜",評価なし,https://www.ikyu.com/00002189/?discsort=1&lc=1&ppc=2&rc=1&st=1
SOIL Nihonbashi Hotel,SOIL Nihonbashi Hotel,"2名税込30,550円〜",評価なし,https://www.ikyu.com/00031252/?discsort=1&lc=1&ppc=2&rc=1&st=1
リッチモンドホテル東京水道橋,リッチモンドホテル東京水道橋,"2名税込10,976円〜",評価なし,https://www.ikyu.com/00080971/?discsort=1&lc=1&ppc=2&rc=1&st=1
ONSEN RYOKAN YUEN SHINJUKU（温泉旅館　由縁　新宿）,ONSEN RYOKAN YUEN SHINJUKU（温泉旅館　由縁　新宿）,"2名税込25,246円〜",評価なし,https://www.ikyu.com/00081732/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プラザホテル八王子,東京都・JR八王子駅前,"2名税込13,600円〜",評価なし,https://www.ikyu.com/00000880/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルルートインGrand東京東陽町,ホテルルートインGrand東京東陽町,"2名税込11,468円〜",評価なし,https://www.ikyu.com/00081683/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテル ケヤキゲート 東京府中,ホテル ケヤキゲート 東京府中,"2名税込9,162円〜",評価なし,https://www.ikyu.com/00082318/?discsort=1&lc=1&ppc=2&rc=1&st=1
京急EXイン東京・日本橋,京急EXイン東京・日本橋,"2名税込10,486円〜",評価なし,https://www.ikyu.com/00081976/?discsort=1&lc=1&ppc=2&rc=1&st=1
JR東日本ホテルメッツ 目白,JR東日本ホテルメッツ 目白,"2名税込9,212円〜",評価なし,https://www.ikyu.com/00080602/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン東京駅八重洲,京王プレッソイン東京駅八重洲,"2名税込18,125円〜",評価なし,https://www.ikyu.com/00081294/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルアラマンダ青山,東京都・外苑前駅より徒歩1分,"2名税込51,403円〜",評価なし,https://www.ikyu.com/00002299/?discsort=1&lc=1&ppc=2&rc=1&st=1
京成リッチモンドホテル東京錦糸町,京成リッチモンドホテル東京錦糸町,"2名税込10,440円〜",評価なし,https://www.ikyu.com/00082322/?discsort=1&lc=1&ppc=2&rc=1&st=1
オークウッドプレミア東京（ホテル＆サービスアパートメント）,東京都・東京駅隣接　八重洲北口徒歩3分,"2名税込69,546円〜",評価なし,https://www.ikyu.com/00002283/?discsort=1&lc=1&ppc=2&rc=1&st=1
東京イーストサイドホテル櫂会,東京都・潮見,"2名税込12,876円〜",評価なし,https://www.ikyu.com/00002729/?discsort=1&lc=1&ppc=2&rc=1&st=1
三井ガーデンホテル大手町,三井ガーデンホテル大手町,"2名税込19,046円〜",評価なし,https://www.ikyu.com/00081439/?discsort=1&lc=1&ppc=2&rc=1&st=1
ベッセルイン高田馬場駅前,ベッセルイン高田馬場駅前,"2名税込7,480円〜",東京都江東区、JR京葉線「潮見」駅目の前に位置する新都市型ホテルです。東京駅から3駅7分、ディズニーリゾート舞浜駅へ3駅8分の好立地でビジネスや観光の拠点として最適です。また、東京ビッグサイト・お台場エリアにもアクセス良好で、あらゆるニーズにお応えします。館内の準天然　光明石温泉大浴殿(人工温泉)・露天風呂完備は宿泊者専用で無料。大好評を頂いております。,https://www.ikyu.com/00082510/?discsort=1&lc=1&ppc=2&rc=1&st=1
京成リッチモンドホテル東京門前仲町,京成リッチモンドホテル東京門前仲町,"2名税込9,800円〜",評価なし,https://www.ikyu.com/00081706/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルミュッセ銀座名鉄,ホテルミュッセ銀座名鉄,"2名税込16,660円〜",評価なし,https://www.ikyu.com/00081438/?discsort=1&lc=1&ppc=2&rc=1&st=1
品川プリンスホテル Nタワー,東京都・品川駅（高輪口）より徒歩にて2分,"2名税込14,690円〜",国内外の玄関口品川駅徒歩2分。ビジネスの拠点に最適,https://www.ikyu.com/00001904/?discsort=1&lc=1&ppc=2&rc=1&st=1
東急ステイ青山プレミア,東急ステイ青山プレミア,"2名税込16,406円〜",評価なし,https://www.ikyu.com/00081497/?discsort=1&lc=1&ppc=2&rc=1&st=1
センチュリオンホテルレジデンシャル赤坂,センチュリオンホテルレジデンシャル赤坂,"2名税込9,114円〜",評価なし,https://www.ikyu.com/00081311/?discsort=1&lc=1&ppc=2&rc=1&st=1
リッチモンドホテル浅草,リッチモンドホテル浅草,"2名税込13,940円〜",評価なし,https://www.ikyu.com/00080786/?discsort=1&lc=1&ppc=2&rc=1&st=1
ヴィラフォンテーヌグランド東京汐留｜住友不動産,ヴィラフォンテーヌグランド東京汐留｜住友不動産,"2名税込8,143円〜",評価なし,https://www.ikyu.com/00080637/?discsort=1&lc=1&ppc=2&rc=1&st=1
ドーミーイン後楽園,ドーミーイン後楽園,"2名税込14,700円〜",都営地下鉄三田線・大江戸線「春日駅」A7出口より徒歩1分の好アクセス！東京ドームから徒歩圏内にありビジネスにも観光にも適した多彩な客室タイプをご用意しております。1階にはコンビニと書店があり東京の拠点として最適です。ドーミーイン自慢の男女別サウナ付大浴場と夜鳴きそば、朝食はご当地料理と小鉢横丁を揃えて、快適なご滞在をお約束いたします。,https://www.ikyu.com/00081573/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルグランバッハ東京銀座,東京都・銀座,"2名税込38,790円〜",評価なし,https://www.ikyu.com/00002902/?discsort=1&lc=1&ppc=2&rc=1&st=1
京急EXイン東銀座,京急EXイン東銀座,"2名税込10,038円〜",評価なし,https://www.ikyu.com/00081179/?discsort=1&lc=1&ppc=2&rc=1&st=1
レムプラス銀座,レムプラス銀座,"2名税込19,670円〜",「新橋駅」銀座口徒歩約4分、東京メトロ「銀座駅」徒歩約7分。東京銀座の中心、銀座4丁目交差点やギンザシックスからも至近。グルメ・ショッピングはもちろん、観光やビジネスの拠点として最適な立地です。お湯に包まれるような新感覚のシャワーTOTO社製のウォームピラーを導入。「クラッシークール」を基調にダブルルーム・ツインルームで構成されたアップグレードな新しいレムで快適な眠りを。,https://www.ikyu.com/00081818/?discsort=1&lc=1&ppc=2&rc=1&st=1
